year,avgwind,minTemp,maxTemp,rainFall,avgPrice
20100101,1.2,-11,0.9,0,2123
20100102,0.9,-5.5,5.5,0.8,2123
20100103,1.8,-6.9,1.4,0,2123
20100104,2.3,-5.1,2.2,5.9,2020
20100105,2.2,-8.7,-1.8,0.7,2060
20100106,1.3,-11.4,-2.5,0.3,2060
20100107,0.3,-11.2,-1.2,0,2140
20100108,0.1,-11.4,1.4,0,2140
20100109,0,-8.8,1.8,0.1,2140
20100110,0.4,-5,2.8,0,2140
20100111,1.6,-5.1,2.1,0,2140
20100112,1.9,-8.2,-1.7,0.4,2140
20100113,2.6,-11.4,-4.6,0.7,2140
20100114,0.7,-12.7,0,0.1,2140
20100115,0.8,-7.9,3.9,0.1,2140
20100116,0.7,-9.9,2.9,0,2140
20100117,0.3,-9.8,4.9,0,2140
20100118,0.2,-7.1,7.7,0,2140
20100119,0,-4.6,11,0.3,2140
20100120,0,4.9,11.3,10.8,2175
20100121,3.5,-3.6,7.9,3.1,2211
20100122,2.8,-5.7,0.8,0,2211
20100123,2,-6.6,2,0.1,2211
20100124,1.8,-5.5,5.8,0,2211
20100125,3.4,-4.3,5.4,0,2211
20100126,1.3,-7.7,4.3,0,2178
20100127,0.8,-5.9,7.4,6.5,2178
20100128,3.7,-0.7,7.4,0.1,2311
20100129,2.8,-4.3,5,0,2344
20100130,1.2,-3.3,7.5,0,2344
20100131,0.7,-1.3,9.4,0,2344
20100201,1.5,-1,6.8,0.2,2380
20100202,2.9,-5.5,1.8,0,2520
20100203,2.7,-8.6,-0.3,0,2620
20100204,2.6,-8.4,2.2,0.1,2720
20100205,2.9,-5.9,3,0,2820
20100206,1.2,-8.5,4.7,0,2820
20100207,1.1,-8.3,8.6,0.1,2820
20100208,0.5,2.8,7.3,2.7,2980
20100209,0.5,3.6,7.8,6.9,3040
20100210,2,4,6.5,9,3040
20100211,4.1,0.7,5.2,17.3,3080
20100212,1.8,-0.6,2.7,3.1,3180
20100213,1.6,-3.3,2.2,1.9,3180
20100214,0.7,-4.9,2.5,0,3180
20100215,1.3,-4.4,5,0.1,3180
20100216,1.3,-5,3.2,0.6,3180
20100217,0.9,-6.1,3.6,0.4,3280
20100218,2.3,-4.8,2.4,0.5,3300
20100219,1.5,-6.1,5.4,0.1,3300
20100220,1.2,-4.2,9.7,0,3300
20100221,0.7,-3.4,11.6,0,3300
20100222,0.8,-0.8,12.8,0,3260
20100223,0.6,-1.2,16.4,0,3260
20100224,0.9,1.2,18.9,0,3300
20100225,0.5,10.3,16.4,33.4,3260
20100226,2.4,6,13.5,4.1,3340
20100227,1.8,3.8,9.2,1.5,3340
20100228,1.1,3,12.6,0.1,3340
20100301,3.7,3.4,8,15.6,3340
20100302,1.8,1.8,6.9,0.3,3340
20100303,1.5,-0.4,10.5,0,3760
20100304,2.2,4.4,7.2,3.9,3860
20100305,0.9,5,9.4,3.8,4140
20100306,2.5,3.1,8.1,3.3,4140
20100307,3.4,2.3,7,0.9,4140
20100308,1.9,0.1,7.6,0.9,4200
20100309,1.7,-0.8,5.8,5.7,4400
20100310,3.2,-2.9,2.6,3.9,4400
20100311,1.9,-2.8,8.4,0,4400
20100312,2.6,1.7,14.5,0,4300
20100313,2.5,1.6,12.5,0,4300
20100314,1.6,1,12.9,1.1,4300
20100315,2.8,4.5,14.4,16.5,4400
20100316,4.5,-0.4,7.2,0,4300
20100317,1.9,-2.7,7.3,1.1,4440
20100318,2,-1.8,6.5,2.3,4440
20100319,1.3,-3.5,13.9,0,4440
20100320,3,5.1,18.5,1,4440
20100321,4.4,1,9.3,0,4440
20100322,0.8,0.4,8,2,4440
20100323,1,3.3,11.4,2.4,4640
20100324,1.3,3.9,13.1,0.1,4680
20100325,1.6,1.4,8.5,4.6,4780
20100326,3.5,-2,8,0,4880
20100327,1,0.5,10,0.9,4880
20100328,2.8,1.7,11.4,0,4880
20100329,2.1,-1.3,12.9,0,5040
20100330,1.3,1,13.6,0,5300
20100331,1,6.3,10.9,18.8,5400
20100401,1.7,5.1,11.6,15.8,5600
20100402,3.5,1.3,12.7,0,5600
20100403,2.6,0.8,12.4,0,5600
20100404,1.2,-0.5,16.6,0,5600
20100405,1.3,4.9,19,0,5700
20100406,2.5,5.1,15.2,0.1,5800
20100407,1.5,1.4,12.9,0.1,5900
20100408,1.2,0,16.5,0,6000
20100409,1.3,4.6,19.5,0,5900
20100410,1.2,6.9,17.7,0.1,5900
20100411,2.2,7.9,17,0.9,5900
20100412,3,9.2,15.9,3.8,6000
20100413,4.9,3,11.3,1.6,6200
20100414,3.2,0.9,8.9,0.7,6200
20100415,1.5,-0.2,12.5,0,6200
20100416,1.7,0.2,14.4,0,6100
20100417,1.9,0.8,16.5,0,6100
20100418,1.4,3.8,16.3,0.2,6100
20100419,1.5,10.1,18.4,5.5,6100
20100420,1.5,10.2,22.5,0.2,5900
20100421,3.5,8.7,16.6,8,5900
20100422,3.1,7.9,12.3,13.9,5900
20100423,1.5,6.2,14.5,2,5800
20100424,1.9,4,17.6,0,5800
20100425,1.1,3.8,20.9,0,5800
20100426,1.7,9,17.5,23.7,5700
20100427,3.3,5.6,14.7,4.2,5600
20100428,2.1,3.2,10,7.8,5600
20100429,4.1,5.2,15,0.5,5600
20100430,2.5,5.7,16.8,0,5400
20100501,2.2,4.3,19.9,0,5400
20100502,1.7,7.3,25.1,0,5400
20100503,2.6,13.7,25.8,0,5083
20100504,1.9,15,27.1,0,5000
20100505,1.6,14,25.7,0.4,5000
20100506,3.1,11.6,23.6,5.2,4813
20100507,3.6,9.9,23.9,0,4813
20100508,2,9.3,24.8,0,4813
20100509,1.2,11.6,25.3,0,4813
20100510,1.9,12.4,22,0.1,4722
20100511,2,8.5,20.3,0.8,4556
20100512,2.2,7.9,20.4,0,4533
20100513,1.2,8.2,21.2,0,4533
20100514,1.3,8.7,23.1,0,4380
20100515,1.7,9.8,22.5,0,4380
20100516,1.6,10.2,26.5,0,4380
20100517,1.6,11.5,26.9,5.8,3860
20100518,1.1,16.4,19.7,51.4,3920
20100519,2,15.1,24.6,2.4,4020
20100520,1.8,13.9,28.2,0,4020
20100521,1,13.8,30.2,0,4020
20100522,1.9,14.7,22.6,24.2,4020
20100523,2.9,14.3,17.5,26.8,4020
20100524,2.2,13.5,17.3,4.8,4000
20100525,1.4,12.9,18.4,1.9,3740
20100526,2.4,11.9,21.4,0.2,3700
20100527,1.4,10.2,22.4,0,3700
20100528,1,11.3,20,0,3700
20100529,1.5,12.7,23.5,0,3700
20100530,1.8,11.5,22.9,0,3700
20100531,1.7,11.6,21.5,0.1,3460
20100601,1.4,9.7,23.1,0,3320
20100602,1.2,11,25.5,0,3320
20100603,1.3,13.5,27.6,0,3220
20100604,1.3,14.8,28.7,0,3220
20100605,1.2,15.3,29.6,0.5,3220
20100606,1,16.1,29.7,1.6,3220
20100607,1.4,16.3,28.3,0.6,3200
20100608,1.3,14.9,28.1,0,3200
20100609,1.2,14.8,30,0,3200
20100610,1,15.8,30,0,3100
20100611,1.2,16,28.6,0.8,3100
20100612,0.9,17.6,23.3,11.9,3100
20100613,1.2,19,27.7,2.9,3100
20100614,1.5,18.8,28.1,2.8,3060
20100615,1.5,19.4,28.7,2.3,3060
20100616,1.6,18.6,29.3,0.2,2800
20100617,0.6,19.5,30.1,0,2800
20100618,1.6,20.7,27.9,1.8,2800
20100619,1.4,20.2,27.1,2.3,2800
20100620,1.5,20.1,28.1,4.6,2800
20100621,2,18.8,28.6,0,2900
20100622,1.3,17,29.3,0,2760
20100623,1,17.4,28.4,0,2800
20100624,0.9,16.5,29.9,0,2700
20100625,1.6,18.6,29.6,0.8,2700
20100626,2,20.4,25.1,11.4,2700
20100627,1.1,20.6,25.5,3.9,2700
20100628,1.1,20,27.9,9.2,2700
20100629,0.7,20.1,29.4,0.1,2760
20100630,0.9,21.3,28.1,3.7,2800
20100701,1,21.8,28.8,5,2567
20100702,0.9,23,26.2,17.1,2544
20100703,0.8,22.8,27.9,6.1,2544
20100704,0.7,22.3,27.1,1.4,2544
20100705,1.7,22.1,30.1,1,2574
20100706,1.3,21.3,31.6,0.4,2664
20100707,1.3,20.7,29.8,1.1,2738
20100708,1,20.1,28.4,0.7,2771
20100709,0.8,20.4,30.2,0.8,2771
20100710,0.9,20.4,29.3,4.6,2771
20100711,2,20.6,24.5,57.6,2771
20100712,0.9,20.1,26.7,0.6,2953
20100713,1.3,20.3,27,11.3,3216
20100714,1.2,20,28.7,0.1,3155
20100715,1.1,20.5,29.3,0.9,3300
20100716,0.8,22,27.1,54.1,3327
20100717,0.5,23.2,27.8,36.6,3327
20100718,1.1,23.5,30.8,1.1,3327
20100719,1.2,23.4,31.9,0.7,3721
20100720,1.1,23.6,32,0.5,3671
20100721,1.4,24.1,32,2.2,3700
20100722,1.6,24.4,32.4,0.2,3744
20100723,1,23.1,30.9,21.3,3759
20100724,1,22.9,30.9,6.7,3759
20100725,1.4,22.8,31.1,5.6,3759
20100726,1.4,23.1,31.1,1.9,3694
20100727,1.5,22.9,31.9,3.2,3792
20100728,0.9,22.5,28.5,14.4,3792
20100729,1.1,23.4,30.9,0.7,3678
20100730,1,24.1,30.9,0.1,3776
20100731,1.6,24.3,31.7,0,3776
20100801,1.5,25.2,33,0,3776
20100802,1,24.2,31.8,4.4,4316
20100803,1,23.5,29.9,1.8,4360
20100804,0.8,24.5,32.9,1.9,4360
20100805,1.2,25.2,33.4,2.6,4360
20100806,0.9,25.5,32.2,9.1,4151
20100807,1,24,31.7,8.4,4151
20100808,1,23.1,32.3,1.9,4151
20100809,1,22.8,33.3,1.3,4240
20100810,1.2,24.5,29.5,43.3,4149
20100811,2.1,24.3,30.4,32.4,4093
20100812,1.7,22.9,30.4,3.1,4270
20100813,1,23.6,29.8,38,4270
20100814,0.7,24.8,30,14,4270
20100815,1.6,24.7,30.1,38.2,4270
20100816,0.7,22.8,29.2,20.6,4258
20100817,0.8,22.3,30.7,16.9,4258
20100818,1,23.2,31.8,14.4,4070
20100819,1,24,32.4,0.4,3642
20100820,0.9,24.2,33.3,0.2,3662
20100821,1.2,24.3,33.9,0,3662
20100822,1.1,24.3,33.6,0.2,3662
20100823,1.4,24.4,32.1,6,3612
20100824,0.8,23.6,31,6.8,3749
20100825,1.4,22.4,28.1,19.3,4146
20100826,1.2,22.6,29.4,12.7,4371
20100827,1.1,23,29.9,6,4371
20100828,1.8,24,28.8,18.3,4371
20100829,1.1,23.5,29.3,29.3,4371
20100830,0.6,23.5,30,4.7,4360
20100831,0.7,23,29.9,17,4383
20100901,1.8,23,31.7,14.8,4420
20100902,2.7,23.5,29.8,26.7,4420
20100903,0.9,23.4,31.7,3.4,4495
20100904,1,23,32.1,0.1,4495
20100905,1.1,23.2,32.3,10.3,4495
20100906,1.2,22.9,26.9,21.5,4895
20100907,3.1,21.6,27.1,18.6,5183
20100908,1.4,19.9,25.2,0.2,5183
20100909,0.8,19.3,26.3,12.4,4945
20100910,1,21.5,29.8,17.4,4945
20100911,0.6,22.6,26.5,42.6,4945
20100912,1.4,20.3,27.3,34.2,4945
20100913,1.1,19,28,0.2,5535
20100914,0.7,18.8,28,0.2,5748
20100915,1.1,17.6,28.5,0.5,6664
20100916,1,16.9,29.5,0,6807
20100917,1,17.3,30,0,6829
20100918,1,18.1,30.1,0,6829
20100919,0.8,18.2,26.4,6.1,6829
20100920,0.6,20.2,27.3,7.4,7184
20100921,1.4,20.6,29.7,30.1,7184
20100922,2.1,16.1,23.2,9.7,7184
20100923,1,13.6,23.3,0.2,7184
20100924,1.2,12.1,23.9,0,7629
20100925,1,12.3,23.7,0,7629
20100926,0.9,13.1,22.6,0.1,7629
20100927,1,13.1,23.7,0.6,11678
20100928,1.6,10.6,21.7,0.5,12410
20100929,0.7,9.2,19.9,0,12410
20100930,1.1,9.4,22.3,0,12011
20101001,1,9.2,23.2,0,12011
20101002,1.1,12.3,22.6,12.9,12011
20101003,1.8,15.3,23.5,6.7,12011
20101004,1.9,13.1,19,2.3,10425
20101005,1,11.4,20.5,0.1,10425
20101006,1,10.4,22.8,0,10025
20101007,0.8,11.3,24.1,0,9626
20101008,1.1,14.1,22.7,3.9,9583
20101009,0.9,14.4,23.7,0.7,9583
20101010,1.1,13,24.6,0,9583
20101011,0.8,12.5,22.5,0.1,9000
20101012,0.9,13.3,22.9,0,8500
20101013,1.1,12.7,20.8,0.3,7600
20101014,1.1,11.4,20.9,0,6800
20101015,1.9,9.1,19.1,0,6100
20101016,1.2,8.2,21.9,0,6100
20101017,0.9,9.2,22.2,0.1,6100
20101018,0.9,8.9,21.7,0.1,5014
20101019,0.9,9.4,22.7,0,4729
20101020,0.9,10.5,21.9,0,4356
20101021,1.7,10.8,21.3,1.1,3860
20101022,0.9,10.8,22.1,0,3770
20101023,0.7,9.9,20.8,0.3,3770
20101024,0.7,13.5,20.5,8.1,3770
20101025,2.2,7.8,17.9,0.3,3688
20101026,1.8,0.8,9.8,0,3647
20101027,0.9,-0.5,13.3,0,3653
20101028,1.1,1.8,14.7,0,3698
20101029,1.1,1.3,17.3,0,3614
20101030,1.1,5.7,18.2,0,3614
20101031,0.9,5.8,17.9,0.6,3614
20101101,1.5,5.7,17.6,0,3594
20101102,2.4,3.1,12.6,0,3412
20101103,1.2,0.2,14,0,3362
20101104,1,2.5,16.9,0,3222
20101105,1.1,4.6,17.7,0,3184
20101106,0.8,5.2,18.1,0,3184
20101107,0.7,5.7,17.8,0.4,3184
20101108,3.1,4.5,14,1.5,3111
20101109,4.5,3.3,9.9,0.1,3154
20101110,1.6,0.2,12.3,0,3079
20101111,0.9,1.6,16.5,5.5,3142
20101112,2.6,4.3,15.3,0.3,3190
20101113,0.9,1.8,16.3,0,3190
20101114,1.9,5.2,14.4,0,3190
20101115,2.4,-0.9,8.8,0,3329
20101116,1,-2.7,10.6,0,3435
20101117,0.8,-0.1,12.6,0,3561
20101118,0.7,-0.6,13.4,0,3820
20101119,0.5,-0.9,12.2,0,3784
20101120,0.8,0,16,0,3784
20101121,0.8,2.4,17.3,0,3784
20101122,2.1,2.1,14.3,1.3,3958
20101123,0.8,-1.5,13.2,0,3927
20101124,0.6,1.6,13.8,0,3845
20101125,2,1.1,10.4,0,3610
20101126,1.3,-2.7,7.6,0,3670
20101127,1.5,-3.3,10.8,1.3,3670
20101128,2,-3.1,5.8,0.2,3670
20101129,1.1,-1.5,11.9,0.9,3657
20101130,0.7,2.3,15.1,0.6,3546
20101201,0.7,2.1,15.3,0,3411
20101202,0.4,3.6,13.2,1.2,3459
20101203,4.3,-0.4,10,0.6,3595
20101204,0.9,-2.7,10.2,0,3595
20101205,0.3,1.1,14.6,0,3595
20101206,2.3,0.3,12.1,1,3582
20101207,1.1,-2.7,6,0.3,3552
20101208,0.7,-3.5,5.9,2.1,3552
20101209,2.1,-3.8,5,0.1,3709
20101210,0.5,-5,11.4,0.5,3679
20101211,3.7,-4.7,9.8,0,3679
20101212,0.9,-7.4,4.8,0.1,3679
20101213,0.4,0.9,5.8,11.9,3633
20101214,3.2,-5,5.7,0,3509
20101215,3.1,-8.7,-2.4,0.1,3573
20101216,1.8,-10,0,0,3616
20101217,1.3,-4.9,4.7,0.8,3616
20101218,0.6,-4.6,8.1,0,3616
20101219,0.4,-1.6,11.3,0,3616
20101220,0.7,-0.4,11.8,0,3616
20101221,0.7,-1.9,11,0,3616
20101222,1,-1.1,10.6,0,3408
20101223,2.2,-3.7,7.9,0,3455
20101224,3.5,-9.5,-2.7,0,3398
20101225,3.5,-11,-3.1,0.4,3398
20101226,2.6,-9.6,-1,0.9,3398
20101227,1.1,-6.6,3.6,0.6,3576
20101228,1.5,-3.4,4.7,3.8,3576
20101229,1.6,-5.8,1.8,0.2,3576
20101230,1.9,-6.4,1,4,3599
20101231,1.9,-9.3,-2.3,1,3601
20110101,0.8,-10.4,0.7,0.4,3601
20110102,0.9,-9.5,3.6,0,3601
20110103,0.6,-8.5,1.8,1.8,4252
20110104,1.2,-6.8,2.2,0,4168
20110105,2.8,-4,2.5,0,4376
20110106,1.5,-7.3,-0.5,0.1,4609
20110107,1.1,-10.8,0.6,0,4609
20110108,1.2,-10,3.4,0,4609
20110109,2.7,-8.2,1.4,0,4609
20110110,1.1,-11.8,-0.8,0,4399
20110111,1.2,-9.5,1.5,0.4,4423
20110112,2.3,-9.2,-1.1,0,4495
20110113,0.8,-11.6,1.4,0,4521
20110114,0.9,-9.5,3.5,0.1,4521
20110115,3.7,-13,-1.8,0.2,4521
20110116,1.7,-14.8,-5.2,0.1,4521
20110117,1.2,-13.2,-0.6,0,4832
20110118,1.3,-10.6,0.5,0,4888
20110119,1.8,-8.6,0.8,0,5083
20110120,1.7,-9.3,-0.9,0,4551
20110121,1.2,-9.6,0.8,0,4451
20110122,1,-8.9,3,0,4451
20110123,0.8,-6.6,2.7,1.4,4451
20110124,2.3,-8.2,-1.4,0.3,5104
20110125,1.3,-10.7,-0.3,0,5251
20110126,2.2,-10.5,-0.4,0,5075
20110127,1.6,-10.5,-0.5,0,5234
20110128,1.6,-8.2,0.4,0,5234
20110129,2.6,-10.5,-2,0.2,5234
20110130,2.3,-11.8,-2.8,0.2,5234
20110131,1.6,-11.9,1.3,0,5221
20110201,1.2,-6.7,7.2,0,5134
20110202,1.1,-3.9,8.9,0,5134
20110203,0.9,-5.2,8.7,0,5134
20110204,1.2,-3.7,8.8,0,5134
20110205,0.7,-3.4,8.5,0,5134
20110206,0.7,-3.3,8.6,0,5134
20110207,0.8,-2.9,7.6,0,4859
20110208,0.7,-0.7,6.3,1.3,4843
20110209,2.2,-2.9,5.5,0,4815
20110210,0.8,-4.6,3.1,0.3,4744
20110211,1.9,-4.8,4,4.5,4727
20110212,2.9,-7.2,0.7,1.9,4727
20110213,0.9,-9.8,2.5,0,4727
20110214,1,-5.5,0.9,3.4,4626
20110215,1.1,-7.3,5.6,0,4651
20110216,0.5,-6.3,7.7,1.5,4893
20110217,0.8,-0.8,4.4,3.8,4893
20110218,0.9,-3.9,8.1,0,4834
20110219,1.1,-3.8,9.7,0,4834
20110220,2.2,-2.8,11.9,0,4834
20110221,0.8,-1.4,11.6,0,4841
20110222,1,-2.6,12.4,0,4847
20110223,1.1,-2,13.7,0,4699
20110224,1.6,-0.4,16,0,4791
20110225,2.2,-0.8,10.7,0,4770
20110226,1.3,-2.7,12.8,0.1,4770
20110227,3.1,4.1,8.6,43,4770
20110228,3.4,3.4,7.2,3.8,4710
20110301,2.1,-0.4,5.6,3.2,4710
20110302,3,-3.3,4.3,0,4763
20110303,2.1,-5.4,4.1,0,4590
20110304,1.9,-4.6,6.8,0,4688
20110305,1.3,-3.8,9,0,4688
20110306,1.5,-0.6,10.8,0,4688
20110307,3,-0.1,7.6,0,4750
20110308,3.2,-2.9,9,0,4798
20110309,3.5,-2,6.7,0,4544
20110310,2.8,-3.5,8.6,0,4596
20110311,2.3,-1.5,12,0,4629
20110312,1.3,0.4,15.4,0,4629
20110313,1.3,2.4,18.1,0,4629
20110314,1.4,3.9,16.1,0,4693
20110315,4.5,-0.6,8.9,0,4761
20110316,3.6,-2.4,5.9,0,4743
20110317,1.9,-3.5,8.4,0,4846
20110318,1.5,-3.6,13.8,0,4824
20110319,2.5,4.3,16.4,0,4824
20110320,1.2,4.5,11.3,15.2,4824
20110321,2,4.1,13.1,0.6,4824
20110322,3.3,0.1,7.7,0.4,4824
20110323,2.3,-3,8.7,0,4824
20110324,2.4,-0.4,10.6,2.8,4776
20110325,2.9,-0.5,7.1,0.3,4662
20110326,1.8,-2.9,9.3,0,4662
20110327,1.5,-2.5,11.9,0,4662
20110328,1.7,1,11.9,0.4,4550
20110329,1.5,-1.2,11.2,0,4530
20110330,2.2,0.4,15.7,0,4486
20110331,1.4,1.6,19,0,4341
20110401,1.9,1.5,19.8,0,4341
20110402,1.5,4.7,14,0.1,4341
20110403,1.5,2.8,12.1,2.6,4341
20110404,1.3,1.1,15.3,0,4265
20110405,1.5,0.5,18.2,0,4073
20110406,1.8,1.3,18.9,0.7,4057
20110407,0.7,9.1,14.4,17.1,3783
20110408,2,7.1,17.4,3.3,3783
20110409,2.1,3.4,18.1,0,3783
20110410,1.4,4.5,19.9,0.5,3783
20110411,2.4,5.1,15.4,2.7,3905
20110412,2.2,1.4,18.3,0,3905
20110413,2.1,3.6,20.2,0,3961
20110414,1.6,4.3,21.2,0,3808
20110415,3.2,9.8,23.5,0.1,3708
20110416,2.2,6.1,18.8,0.1,3708
20110417,1.8,4,18.7,0,3708
20110418,2.3,5.1,11.8,2.7,3654
20110419,2.3,4.2,15.1,0.7,3329
20110420,2,2.8,18.5,0,3126
20110421,1.4,5.4,20.3,0,2406
20110422,1.7,8.7,13.9,26.8,2360
20110423,3.6,6.3,15.8,0,2360
20110424,3.5,5,16,0.4,2360
20110425,3.4,6.3,18.8,0.3,2304
20110426,1.4,9.8,15.3,11.9,2225
20110427,1.7,8.2,16.8,2.4,2243
20110428,1.9,5.9,15.4,0.7,2117
20110429,1.3,4.1,19.9,0.6,1978
20110430,1.7,13.3,21.3,37.3,1978
20110501,3.4,11.2,18.7,2.3,1978
20110502,1.5,9.5,21.9,0,1889
20110503,2.2,10.8,22.5,0,1769
20110504,1.1,7.4,21.3,0,1735
20110505,1.7,8.5,21.8,0,1735
20110506,1.3,9.5,19.3,1.1,1650
20110507,2.5,13.7,24.2,1.2,1650
20110508,1.5,12.3,25.5,0,1650
20110509,2,14.1,24.6,5.7,1594
20110510,2,15.2,22.6,41.3,1594
20110511,2.9,14,18.1,46.4,1611
20110512,1.7,11.6,19.3,2.9,1593
20110513,3.6,10,22.2,0,1585
20110514,3.2,11.1,24.3,0,1585
20110515,2.9,9.3,25.6,0,1585
20110516,2.5,11.2,22.5,0,1590
20110517,1.7,8.6,23.5,0,1349
20110518,1.4,10.4,26.1,0,1313
20110519,1.6,15,25.8,0.1,1217
20110520,1.2,16.4,24.5,3.3,1220
20110521,1,14.3,22.1,4.4,1220
20110522,1.1,13,22.1,1.8,1220
20110523,1,12,20.4,3.5,1282
20110524,1.1,9.8,26.1,0,1272
20110525,1.1,13.2,24.8,0,1263
20110526,1.6,14.3,19,6.2,1150
20110527,1.7,14,20.1,0.7,1142
20110528,1.1,13.5,24.9,0,1142
20110529,1.7,13.9,26.1,0,1142
20110530,1.6,13.6,25.2,0,1192
20110531,1.5,15.3,20,2,1196
20110601,1.2,14.5,22.2,11.6,1169
20110602,1.2,14.7,24.3,0,1212
20110603,1.6,14.2,26.1,0,1212
20110604,2.5,16.5,26,0.1,1212
20110605,1.4,16.1,28.3,0,1212
20110606,1.3,14.6,27.8,0,1212
20110607,1.4,15.1,28.3,0,1250
20110608,1.4,15.7,28.8,0.4,1236
20110609,1.7,17.3,25.6,0.3,1227
20110610,0.8,17.7,25.1,2.8,1222
20110611,1.1,17,29.6,1.4,1222
20110612,1.5,17.6,28.3,0.8,1222
20110613,1.7,16.8,25.8,0.1,1211
20110614,1.2,15.8,27.4,0,1211
20110615,1.3,17,27.2,0.1,1216
20110616,1.7,17.2,28.5,0,1292
20110617,1.2,16.6,28.1,0,1287
20110618,1.2,18.2,27.3,1.5,1287
20110619,1.3,17.1,29.5,0,1287
20110620,1.8,17.5,29.9,0.8,1201
20110621,2.1,18.5,31.5,0.1,1167
20110622,1.3,20.9,27.3,22.1,1178
20110623,2.6,22.5,28.4,21.6,1178
20110624,2.4,19.8,25.5,52.1,1179
20110625,2.6,18.4,21.8,54.1,1179
20110626,4.6,18.3,23.2,48.3,1179
20110627,2.1,18.6,25.2,3.4,1200
20110628,1.8,18.4,29.6,4.7,1199
20110629,1.4,21.8,28.8,34,1189
20110630,1.3,21.9,28.2,19.4,1318
20110701,1.4,21.9,29.6,0.8,1385
20110702,1.2,22.2,30.7,2.1,1385
20110703,1.4,22.1,26.5,49.1,1385
20110704,2.5,20.5,29,9,1465
20110705,1.3,19,30.4,0,1492
20110706,0.9,19.5,27,4.2,1614
20110707,1,20.9,25.7,21.8,1653
20110708,1.6,22.5,27.3,22.6,1718
20110709,1.1,21.2,26.1,84.4,1718
20110710,0.8,21,26.6,57.2,1718
20110711,1,20.7,27,20.6,1734
20110712,0.6,21.8,26.8,30.7,1786
20110713,0.7,22.8,27.2,8.9,1923
20110714,0.9,23.3,28.6,20.4,2158
20110715,1.1,23.2,30.1,6.8,2198
20110716,1.1,22.8,30.5,9.3,2198
20110717,0.8,22.6,31.4,2.9,2198
20110718,2.5,22.8,32,0.1,2287
20110719,4.2,23.7,31.8,0.7,2287
20110720,2.2,22.4,31.8,0,2331
20110721,1.8,20.8,28.9,1.4,2648
20110722,1.7,20.1,26.6,3.6,2743
20110723,1.2,21.4,29.1,2.1,2743
20110724,1,22.1,27,14.1,2743
20110725,1.1,21.6,28.6,6,3003
20110726,1.3,22.6,29.8,17.5,3075
20110727,1.1,24,29,55.6,3155
20110728,1.1,24,30.7,12.1,3435
20110729,1.3,23.9,31.4,7.7,3548
20110730,1.1,23.7,30.6,6.5,3548
20110731,0.7,23.2,29.2,13.3,3548
20110801,1.6,23.3,28.2,33.6,3723
20110802,1.6,23.3,28.8,13,3764
20110803,1.2,23.4,30.6,9.3,3975
20110804,0.8,23.4,31.8,2.9,3979
20110805,1.1,23.3,33.2,0.1,3976
20110806,1.3,24.1,31.8,2.5,3976
20110807,2.6,24.4,30.8,32.9,3976
20110808,2.8,23.9,29.9,28.8,4294
20110809,0.9,23.3,27.5,35.9,4294
20110810,1.9,23.9,29.3,11.9,4294
20110811,1.5,24.1,31.5,5.9,4430
20110812,0.9,23.9,30.2,15.6,4043
20110813,1,23.5,29.7,6.4,4043
20110814,1.2,23.5,30.6,4.4,4043
20110815,1.3,23.3,30.1,1.7,4043
20110816,1.1,23.7,30.6,12.6,3913
20110817,1.1,23.6,28.1,25.6,3930
20110818,1.4,22.2,28.7,5.6,3930
20110819,1.1,20.7,25.5,3.5,3993
20110820,1,19.1,23.7,15,3993
20110821,1.1,18.3,27.9,2.9,3993
20110822,1,18.6,25.7,2,3993
20110823,1.7,17.9,25.7,3.3,4047
20110824,1.4,19.4,25.9,2,3973
20110825,1.3,20.1,27.5,0.4,4109
20110826,1.2,21,27.7,1.4,4098
20110827,1.1,21.8,29.5,0.8,4098
20110828,1.1,21.3,30.2,0,4098
20110829,0.7,21.9,31,1.4,4098
20110830,0.9,22.4,30.9,0.7,4048
20110831,0.9,22.1,31.8,0,4223
20110901,0.9,21.1,32.1,0,4309
20110902,2.1,20.6,30.3,0.5,4182
20110903,1.7,20.9,29.5,0.2,4182
20110904,1.8,19.4,28.3,2.1,4182
20110905,1,18.3,28.1,1.9,3731
20110906,1.5,16.7,28.3,0.1,3650
20110907,1,14.8,27.9,0,3561
20110908,0.6,18.7,25.8,0.1,3415
20110909,0.5,18.8,23.9,1.6,3485
20110910,1.2,18.1,22.1,16.2,3485
20110911,1.1,19.1,24.6,24.5,3485
20110912,0.8,21.1,28.2,4,3485
20110913,0.8,21.3,29.5,0.1,3485
20110914,1,21.3,30.5,0,3757
20110915,0.9,20.4,31.1,0,3643
20110916,0.9,20.6,31.5,0,3698
20110917,1.7,21,30,3.3,3698
20110918,2.8,19,25.3,3.6,3698
20110919,3,15.7,20.5,0.6,3521
20110920,2.5,13.5,21.5,0.1,3424
20110921,1.7,12.1,23.2,0,3422
20110922,1.2,10.4,24,0,3176
20110923,0.9,11.1,25.3,0,2858
20110924,0.9,11.9,25.5,0,2858
20110925,0.9,12.5,25.8,0,2858
20110926,1.2,12.2,26.5,0,2651
20110927,0.7,11.2,26.4,0,2472
20110928,0.8,13.7,23.5,0,2538
20110929,2,16,20.2,12.4,2219
20110930,1.3,11.8,21.5,0.2,2308
20111001,1.1,8.7,19.3,0,2308
20111002,0.9,8.2,18.7,0,2308
