year,avgwind,minTemp,maxTemp,rainFall,avgPrice
20160918,2.7,18.3,22.8,6.5,7845
20160919,2,17.1,24.1,0.2,8443
20160920,1.1,13.9,24.4,0,8088
20160921,0.9,12.7,24.1,0,7940
20160922,0.8,15.8,24.6,0,7694
20160923,0.8,14.4,26.1,0,7643
20160924,0.6,15.4,27.1,0,7643
20160925,0.7,16.1,26.6,0,7643
20160926,0.4,17.9,26.5,2.2,7532
20160927,1.3,20.1,26.7,5.4,7846
20160928,2,18.8,24.7,7.6,7805
20160929,0.7,17,21.7,1.3,7788
20160930,0.6,15.9,19.9,13,7719
20161001,1,16.3,22.3,2.4,7719
20161002,1.3,17.8,24.4,6.1,7719
20161003,2,18.9,26.9,9.6,7719
20161004,1.5,16.8,27.2,0.6,7304
20161005,0.7,16.7,24.2,51.1,6912
20161006,1.3,14.4,24.3,0,6759
20161007,1.7,14.8,22.8,9.3,6657
20161008,1.6,14,21.5,23.6,6657
20161009,0.8,8.8,17.8,0,6657
20161010,0.8,8.4,19.1,0,6470
20161011,0.8,10.2,20.6,0,6047
20161012,0.8,10.8,21.2,0,5738
20161013,0.7,10.6,20.2,0,5340
20161014,0.7,9.2,23.1,0,5107
20161015,0.5,10.6,24.3,0,5107
20161016,1,13.9,18.5,18.5,5107
20161017,0.8,14,23.2,0.3,4753
20161018,1.1,12,22.4,0,4685
20161019,1.6,12.6,23.3,0,4481
20161020,1.4,11.7,22.7,0.1,4241
20161021,0.9,14.9,18.8,0.4,4179
20161022,3.2,13.6,21,0.4,4179
20161023,0.9,11.4,17.6,2.3,4179
20161024,1.1,9.5,19.4,0,4011
20161025,1,11.3,19.1,13.7,3911
20161026,0.9,10,18.3,0,3792
20161027,0.7,9.1,19.2,0,3723
20161028,1.3,12.1,16.5,5.6,3592
20161029,1,7.1,14,0.7,3592
20161030,1.1,2.9,15.1,0,3592
20161031,1.9,4.4,11.6,0.3,3552
20161101,1,0.4,9.7,0,3419
20161102,1.2,-1.2,11.8,0.1,3422
20161103,0.9,2.9,14.7,0.1,3233
20161104,1.3,3.5,17.4,0,3218
20161105,2.8,7.6,19.8,0.2,3218
20161106,1.3,8.9,16.5,1.6,3218
20161107,2.6,9.4,17.8,1.5,3270
20161108,0.9,3.1,12.7,1.7,3255
20161109,1,-0.7,10.5,0,3281
20161110,1.7,2.8,12,3.1,3233
20161111,0.9,4.5,15.2,0.9,3263
20161112,0.6,2.9,18.2,0,3263
20161113,0.9,6.9,18.3,3,3263
20161114,2.3,10.2,18.7,2.3,3435
20161115,1,3.4,15.2,0,3567
20161116,0.6,0.3,14.3,0,3561
20161117,0.7,3.3,16.1,0,3440
20161118,1,3.6,15.6,12.8,3630
20161119,1.3,10.6,16.7,1.2,3630
20161120,0.5,7.3,17.6,0,3630
20161121,2.1,6.1,14.2,0.1,3709
20161122,1.6,2.5,10.9,0.9,3790
20161123,1.9,-0.5,7.6,0.1,3762
20161124,1.1,-3,5.5,0,3712
20161125,0.4,-2.8,8.1,0,3725
20161126,0.8,-2.6,4.3,2.4,3725
20161127,1.6,1,8.5,0.1,3725
20161128,0.7,-0.2,8.4,0,3725
20161129,0.5,-2.3,10,0.2,3725
20161130,3,1.2,10.7,2.5,3838
20161201,1.1,0.8,10.8,0.1,3927
20161202,0.7,-2.6,10,0,3927
20161203,0.5,-2.6,12.1,0,3927
20161204,2,1.1,10.2,0,3927
20161205,2.2,2.5,13.8,0.1,3951
20161206,0.4,-2.9,6.7,0,3959
20161207,0.7,-4.2,7.6,0.1,3978
20161208,1.7,-2.5,9.7,1.3,4057
20161209,1.1,-0.5,8.9,1.3,4111
20161210,0.6,-3.9,7.1,0,4111
20161211,0.6,-5.7,7.8,0,4111
20161212,0.7,-2.8,10.1,0.2,4044
20161213,1.4,1.4,9.9,0.3,4077
20161214,2.5,-1,4.7,2.5,4058
20161215,1.4,-4.2,2.7,0.1,4077
20161216,0.8,-6.9,2.9,0,4093
20161217,0.6,-2.2,10.1,0,4093
20161218,0.7,-1.1,10.6,0.1,4093
20161219,0.7,3.4,10.5,4.9,4089
20161220,1.4,3.3,13,0,4119
20161221,3.3,3,13.7,24.2,4145
20161222,3.3,4.4,15.3,14.4,4169
20161223,1.1,-0.3,4.6,0.6,4163
20161224,0.5,-2.3,4,0,4163
20161225,0.5,-2.9,9,0.1,4163
20161226,2.4,2.9,6.2,10.3,4206
20161227,1,-3.2,4.5,2.1,4226
20161228,1.7,-6.5,4.8,0,4200
20161229,0.9,-4.5,2.1,0.2,4224
20161230,0.8,-7,4.6,0,4219
20161231,0.5,-2.9,7.1,0,4219
20170101,0.8,-1.5,9.6,0,4219
20170102,1.3,0.4,11.3,0,4382
20170103,0.8,-0.9,9.8,0,4355
20170104,1.9,-1.3,10.6,0,4380
20170105,0.7,-0.7,8.5,2,4379
20170106,0.6,0.8,10.5,0.1,4354
20170107,1.1,-1.4,9.5,0.1,4354
20170108,3,3.9,11.9,1.6,4354
20170109,2.6,-0.5,8.1,0.1,4279
20170110,2.8,-2.9,4.7,0,4279
20170111,2.5,-6.2,2.8,0,4279
20170112,2.5,-3.7,5.6,0.2,4279
20170113,3.2,-5.9,2.8,0.3,4108
20170114,1.3,-7.8,-1.8,0,4108
20170115,0.8,-10.6,1.6,0,4108
20170116,0.9,-8.8,4.4,0,4108
20170117,0.8,-7.8,5.8,0,4108
20170118,0.8,-4.5,5.9,0,4092
20170119,1.9,-5,6.8,0,4092
20170120,1.1,-5.4,1.4,3.3,4092
20170121,3.6,-8.1,2,0.6,4092
20170122,1.5,-6.9,0.1,0.6,4092
20170123,1.2,-9.9,-1.1,0.1,4019
20170124,1.1,-10.1,1.5,0,3987
20170125,0.8,-9.7,3.3,0,3987
20170126,3,-9.1,6.8,0.1,3987
20170127,0.6,-3.7,6.6,1.2,3987
20170128,0.4,-7.3,8.3,0,3987
20170129,2.9,0.9,5.7,3.9,3987
20170130,1.2,-5.5,3.2,1.1,3987
20170131,2,-8.7,3.7,0,4008
20170201,1.4,-5.4,4.2,0,3980
20170202,1.1,-7.5,6.1,0,3990
20170203,0.6,-3.8,8.6,0,3990
20170204,1.7,-2.3,9.9,0.8,3990
20170205,2.5,1.8,7.5,1.1,3990
20170206,0.7,-2.6,4.7,0,3990
20170207,1.7,-4.7,6.3,0,4001
20170208,3,-3.6,5.3,0,4001
20170209,3.4,-5,1.2,0.1,4010
20170210,2.1,-6.8,-0.5,0.6,4010
20170211,1.5,-7.5,1.8,0.1,4010
20170212,1.2,-6.1,5.4,0,4010
20170213,1.2,-5.9,7.3,0.3,4038
20170214,1.1,-3.4,7.6,0,4010
20170215,1.7,-5.3,11,0,4010
20170216,3.5,-2.8,14.5,1.4,4010
20170217,2.9,-1,12,1.7,4010
20170218,0.9,-4.6,5.1,0,4010
20170219,2.8,-5,10,2,4010
20170220,0.9,-3,9.6,5.4,4010
20170221,0.8,-6.2,7.9,0,4010
20170222,3.5,0.3,5.9,16.1,4010
20170223,2.1,-2,5,0,4010
20170224,1.8,-4.7,6.1,0,4010
20170225,1.1,-2.6,9.2,0,4010
20170226,1,-2,10,0,4010
20170227,1.3,-2.5,11.1,0.1,4010
20170228,1,-2.5,13,0,4018
20170301,2.3,0.7,12.7,2.1,4018
20170302,1.2,-0.7,6.9,2,4018
20170303,1,-3.2,11.7,0,4002
20170304,1.5,-1,13.7,0,4002
20170305,3,-0.3,13.8,0.2,4002
20170306,3.6,-1.1,7,0.3,4002
20170307,2.8,-3.2,4.4,0.5,4002
20170308,3.6,-3.8,6.3,0,4002
20170309,2.1,-1.6,11.3,0,4002
20170310,1.3,-1.3,12.7,0,4002
20170311,1.4,-2.2,15.8,0,4002
20170312,1.8,0.2,16.4,0,4002
20170313,1.8,2.7,13.7,0,4002
20170314,0.9,0.6,11.4,0.6,4089
20170315,1.5,-1.8,12.2,0,4089
20170316,1.3,-1.4,13.1,0,3986
20170317,1.6,-1.2,15.5,0,3986
20170318,1,2.3,16.8,0,3986
20170319,1.1,0.7,17.9,0,3986
20170320,1.6,2.1,13.6,2.8,3942
20170321,1.6,2.4,12.5,1.5,3942
20170322,1.6,-0.6,14,0,3942
20170323,1.3,3.8,15.1,0.1,3942
20170324,1,2.3,13.3,0,3938
20170325,1.2,4,9.7,6,3938
20170326,1.9,2.8,10.8,1.2,3938
20170327,0.8,2.4,10.8,1.3,3930
20170328,1.4,0.7,13.6,0.7,3953
20170329,1.2,4,14,1.1,3917
20170330,1.9,2.8,18.4,0,3927
20170331,1.2,6.2,12.1,3.8,3918
20170401,1.9,4.1,12.3,3.4,3918
20170402,1.7,1.7,15.1,0,3918
20170403,1.6,2.9,20.2,0,3918
20170404,1.2,4.1,21.9,0,3918
20170405,2.2,10.2,16.2,17.7,3895
20170406,1.1,10.5,17.1,9.8,3881
20170407,2.1,8.5,21.9,0,3881
20170408,2.7,8.1,23.1,0,3881
20170409,2.3,9.2,18.2,0.6,3881
20170410,1.9,8.3,19.5,0.1,3881
20170411,2.8,8.4,18.2,10.8,3881
20170412,2.4,7.2,17.7,0,3803
20170413,2.6,4.6,20.3,0,3830
20170414,2,8.5,20.5,0.9,3790
20170415,1.3,11.3,24.8,0.1,3790
20170416,1.1,10.3,26.6,0,3790
20170417,2.1,10.8,17.2,15.3,3829
20170418,3.2,8.6,20.1,3.1,3714
20170419,1.4,7.4,19.4,0,3701
20170420,1.7,8.9,17.6,0.9,3648
20170421,1.1,7.1,19.9,0,3681
20170422,1.9,7,20,0.1,3681
20170423,1.9,6,21.8,0,3681
20170424,2.3,6.4,22.5,0,3612
20170425,3,11,22.4,0.8,3607
20170426,2.4,10.1,20.1,1.2,3601
20170427,2.6,6.4,19.3,0,3627
20170428,2.4,6.2,23.3,0,3649
20170429,2.2,8.2,25,0,3649
20170430,1.8,11.9,27.7,0,3649
20170501,1.3,11.3,25.4,0,3649
20170502,1.1,9.4,24.7,0,2987
20170503,1.2,9.5,27.2,0,2987
20170504,2.5,11.3,26.4,0.3,2809
20170505,3.9,15.6,25.1,3.7,2809
20170506,2.8,11.1,22.6,0,2809
20170507,1.6,9.2,24.7,0,2809
20170508,1.6,10.3,24.9,0,2807
20170509,1.4,12.9,19.1,11.2,2807
20170510,1.3,12.6,19.7,1.1,2782
20170511,0.9,12.3,25.8,0.3,2171
20170512,2.3,14.4,21.8,1.7,2163
20170513,4.1,12.3,24.5,2.9,2163
20170514,2.3,11.3,22.7,0,2163
20170515,1.7,10.2,21.7,0,2127
20170516,1.4,11.1,22.2,0,2096
20170517,1.5,11,24.7,0.7,2133
20170518,1.9,11.5,27.4,0,2060
20170519,1.7,13.5,29.5,0,2005
20170520,1.7,13.8,28.4,0,2005
20170521,1.4,13.8,27.9,0,2005
20170522,1.6,13.1,27.3,0,1974
20170523,1.4,13.7,25.5,1.4,1974
20170524,2.6,16,25.4,3.6,1974
20170525,2,13.2,27.8,0,2087
20170526,1.5,10.9,21.7,0,2096
20170527,2.1,9.8,25.1,0,2096
20170528,2.1,11.8,28.3,0,2096
20170529,1.9,16.6,30.6,0,2093
20170530,1.3,16.2,30.4,0,2086
20170531,1.1,16.5,27.9,2.5,2105
20170601,2,16.2,27.3,2.6,2004
20170602,2.4,12.3,25.6,0.1,1995
20170603,1.8,14.2,25.3,0.2,1995
20170604,1.7,11.5,27,0.2,1995
20170605,1.6,13,27.6,0,2010
20170606,1.6,14.5,21.7,10.7,2010
20170607,2.6,15.9,21.2,5.5,2050
20170608,2.2,15.9,26.4,0,2181
20170609,1.8,15.5,28.6,0.4,2272
20170610,1.6,16.6,26.6,0.4,2272
20170611,1.9,14.2,27.1,0.9,2272
20170612,1.5,14.7,24.8,0,2289
20170613,1.9,14.7,25.4,2.1,2283
20170614,1.8,14.4,27.2,0,2275
20170615,1.2,16,29.8,0,2255
20170616,1.4,16.4,28.7,0,2247
20170617,1.4,16.3,29.3,0,2247
20170618,1.4,16.3,31.2,0,2247
20170619,1.2,17.1,31.7,0,2251
20170620,1.9,18.1,28.7,2.1,2247
20170621,1.6,18.7,29.1,0.3,2252
20170622,1.2,18.2,30.3,0,2267
20170623,1.1,18.6,31.5,0,2259
20170624,1.4,19.3,29,2.5,2259
20170625,1.7,19.1,28.2,10.4,2259
20170626,1.7,19.6,26.8,12.4,2285
20170627,1.5,19.7,28.1,3,2284
20170628,1.1,19.8,29.9,1.5,2256
20170629,1.3,20.4,28.6,5.2,2301
20170630,1.3,20.8,30.4,0.3,2285
20170701,1.5,22.6,29,4,2285
20170702,2.5,23.3,28.8,23.3,2285
20170703,1.6,23.5,29.1,29.4,2356
20170704,0.9,22.9,29.8,20.7,2394
20170705,1.3,22.5,31.2,1.7,2482
20170706,0.8,22,30.5,15,2594
20170707,0.6,22.9,29.1,4.4,2570
20170708,0.9,23.4,28.6,24.4,2570
20170709,0.7,23.4,32,9.6,2570
20170710,1.9,24.1,28.5,26.7,2539
20170711,1.3,23.2,30.7,4.8,2588
20170712,1.3,23.1,32.6,0,2810
20170713,1.2,22.2,33,0,3051
20170714,1.5,22.9,33.2,9.8,3199
20170715,1.2,23.1,28.4,20.7,3199
20170716,1.7,23.7,30.4,25.1,3199
20170717,1.3,23.4,30.6,6.2,3414
20170718,0.9,23.1,30,3.4,3709
20170719,1.1,23.5,32.8,0,3879
20170720,1.3,23.8,33.6,0,4052
20170721,0.7,25.5,34.1,0.7,4217
20170722,0.6,24.8,32.2,4.6,4217
20170723,0.6,24.4,29.5,13.2,4217
20170724,1.7,24.9,31.2,10,4381
20170725,1.5,23.9,31,10.7,4891
20170726,0.8,21.7,30.8,0,5055
20170727,0.6,20.4,31.1,0.3,5376
20170728,1.1,22.2,30.2,11.3,5293
20170729,1,23.4,28.5,7.4,5293
20170730,0.7,23,30.6,0.8,5293
20170731,1,23.1,27,19.9,5274
20170801,0.9,22.9,31.9,2.2,5481
20170802,1.5,23.8,32,0.4,5409
20170803,0.9,23.1,31.9,0,5438
20170804,1,23.5,33.9,0,5401
20170805,1.2,24.7,35.1,0.6,5401
20170806,1.7,25.1,34.8,1.7,5401
20170807,1.3,24.8,33.8,1.6,5478
20170808,0.9,23.5,32.3,0.4,5420
20170809,0.8,23.5,28.4,11.6,5329
20170810,1.5,23.4,29.1,15.7,5273
20170811,1.4,22.3,31.2,8.8,5426
20170812,2.1,21.8,30.3,0.8,5426
20170813,2,21.4,26.8,3.1,5426
20170814,1.8,21.4,25.1,42.9,5450
20170815,2,21.6,25.2,29.1,5450
20170816,1.1,22,28.3,6.4,5781
20170817,1,21.8,28.7,5.3,5924
20170818,1.2,21.7,29.9,6,6024
20170819,1.6,21.9,29.1,8.1,6024
20170820,0.9,22.7,27.8,24.6,6024
20170821,1.5,23,29.4,26,6535
20170822,1.2,23.4,31.6,8.2,6576
20170823,3.2,24.4,32,10.6,6677
20170824,1.3,24.7,31.6,14.4,6743
20170825,1.2,21.2,31.3,3,6600
20170826,0.7,17.9,29.6,0,6600
20170827,1.1,16.6,28.6,0,6600
20170828,2,18.3,28.8,8.4,6768
20170829,1,18.2,26.9,1.1,6800
20170830,1.1,16.6,24,0,6868
20170831,1.2,15.5,27.3,0,6875
20170901,1.1,16,27.6,0,6958
20170902,0.9,15.3,26.5,0,6958
20170903,1,15.3,27.8,0,6958
20170904,0.9,17,27.7,0,7125
20170905,0.6,18.1,23.4,1.6,6741
20170906,1.2,18.5,23.9,15.4,6928
20170907,1,17.8,26.9,1.2,6775
20170908,0.9,17.7,28.8,0,6770
20170909,0.9,17.4,28.8,0,6770
20170910,1.1,18,27.4,0.2,6770
20170911,1.2,18.2,23.6,46.6,6740
20170912,1.1,17.1,27.8,0,6804
20170913,1,14.4,27.2,0,6686
20170914,2.1,13.6,27.2,0,6655
20170915,2.2,16.5,25.3,0,6472
20170916,2.1,16.1,24.8,0.1,6472
20170917,1.2,17,26.1,1.8,6472
20170918,1.1,15.2,27.2,0,6423
20170919,1.8,16.5,27.3,3.5,6316
20170920,0.9,14,24.5,0.4,6288
20170921,1,11.8,25.7,0,6281
20170922,0.9,14,26.5,0,6209
20170923,1.1,14.9,26.3,0,6209
20170924,0.9,16,27.6,0,6209
20170925,0.7,16.9,28.5,0,6174
20170926,0.8,16.9,28.3,0,6190
20170927,2.1,17.3,22.6,21,6184
20170928,1.4,15,25.1,0.2,6026
20170929,0.7,10.3,21.8,0,5969
20170930,1.3,9.9,25.9,0,5969
20171001,1.3,12.9,20.3,21.2,5969
20171002,1.7,16.5,24.6,15,5969
20171003,1.4,14.9,23.1,0.6,5969
20171004,1,13,22.3,0.1,5969
20171005,0.8,13,21,1.1,5969
20171006,0.9,13.9,19,8.4,5969
20171007,1,15.9,24.6,0.1,5969
20171008,1.1,16.3,26.5,0,5969
20171009,1,16.4,27.1,0,5969
20171010,2.2,16.8,26.6,1.5,5754
20171011,0.7,14.6,21.8,6.3,5403
20171012,1.4,10.6,15.5,9.3,4986
20171013,1,7.7,19.2,0,4638
20171014,1.2,8.9,20.3,0,4638
20171015,0.8,10,19.4,0.8,4638
20171016,1,12.1,20.2,0,4286
20171017,1.5,9.7,21.6,0,3980
20171018,0.9,13,18.7,0.3,3792
20171019,0.8,11.3,20.5,0.5,3398
20171020,1,10.1,22.4,0,3243
20171021,3,9.4,22.6,0,3243
20171022,1.8,9.4,21.7,0.1,3243
20171023,0.8,8,18.6,0,3140
20171024,0.8,7.3,18.5,0.1,3104
20171025,0.8,6,19.8,0,3094
20171026,0.8,6.9,19.5,0,2974
20171027,0.9,9.6,21.5,0,3061
20171028,2,9.2,22.1,0,3061
20171029,1.6,7.6,19.4,1.9,3061
20171030,1.1,2.9,14.1,0,2809
20171031,0.8,1,17.5,0,2754
20171101,0.8,6,18.5,0,2643
20171102,1.9,9,19.3,0.1,2680
20171103,1.6,7.1,18.4,1.3,2587
20171104,1,3.6,13.8,1.3,2587
20171105,0.8,1.4,15.7,0,2587
20171106,0.6,2.6,18,0,2640
20171107,2.4,6.4,19.8,0.1,2625
20171108,0.8,7.5,19.6,0,2624
20171109,2.6,2.8,17.6,0,2576
20171110,2.4,4.3,19.4,2,2597
20171111,1.1,1.7,12.1,0,2597
20171112,0.8,-0.6,13.6,0,2597
20171113,2.4,1.2,14.4,0.4,2621
20171114,3.1,4.1,14.4,0,2646
20171115,1.8,1.2,10.3,0,2591
20171116,0.7,-1.6,9.3,0,2414
20171117,2.7,-2,10.4,0.2,2384
20171118,2.2,-2.1,7.6,0,2384
20171119,1.8,-4.1,5.5,0,2384
20171120,1,-1.5,8.3,0,2445
20171121,0.7,-2.7,10.2,0,2461
20171122,2.1,0.1,10.7,0.5,2434
20171123,1.6,-2,6.7,0.6,2599
20171124,1.1,-2.1,6.5,1.3,2622
20171125,1.4,-3.4,10.4,3.3,2622
20171126,0.6,0.8,12.4,1.3,2622
20171127,0.9,-1.8,11.6,0,2686
20171128,2.1,0.7,14.4,0,2708
20171129,2.8,3.1,12.2,0,2727
20171130,1.7,-1.9,6.6,0,2727
20171201,0.9,-5.2,4.8,0,2727
20171202,0.3,-4.9,8.1,0,2727
20171203,2.7,-1.7,11,0.5,2727
20171204,2.9,-2.6,6.9,0.2,2677
20171205,0.8,-6,1.9,0.2,2670
20171206,1.3,-5.2,6.7,0.9,2657
20171207,1.8,-1.9,7.6,0.9,2653
20171208,0.9,-4.3,2.4,0.2,2688
20171209,1.6,-4.5,6.2,0,2688
20171210,4.8,-1.1,8.9,2.2,2688
20171211,1.7,-6.7,1.7,0.2,2637
20171212,1.4,-9.7,-1.7,0,2637
20171213,0.7,-9.6,0.4,0,2637
20171214,0.8,-10.5,2.8,0,2635
20171215,3.4,-7.2,4.7,0,2635
20171216,1.9,-5.6,2.1,0.2,2635
20171217,0.5,-9,0.3,0.1,2635
20171218,2,-7.3,5.7,0.3,2743
20171219,0.5,-5.9,3.4,0.1,2765
20171220,1.4,-7.8,4.7,0.7,2788
20171221,0.7,-4.8,5.8,0,2788
20171222,0.6,-4.3,8.5,0,2800
20171223,1.7,-1.1,11,0,2800
20171224,2.9,1.3,8.1,14.2,2800
20171225,3.3,-2.7,3.5,0,2800
20171226,2.3,-4.9,4.1,0.1,2823
20171227,0.8,-8,0.7,0,2865
20171228,1.1,-6.9,3.7,0,2884
20171229,0.8,-2.1,8,0,2901
20171230,2.6,-1.6,7.1,0.6,2901
20171231,2.5,-2,5.8,0.4,2901
