avgTemp,minTemp,maxTemp,rainFall,avgPrice
-3.7,-8.5,3,0,1511
-6.3,-11.1,-1.6,0.4,1576
-3,-8.8,1.7,0.2,1598
-1.4,-6.2,3.7,0,1629
-2.4,-8,3.6,0,1629
0,-7.2,6.7,0,1629
2.3,-0.9,6.5,0.5,1679
3.4,-0.8,9,3.4,1676
2.1,-1,7,0,1732
0.3,-3.7,4.9,0,1779
-3.6,-6.5,0.1,0.1,1811
-4.8,-9,-0.3,0.1,1811
-3.3,-9.1,2.7,0,1811
-0.6,-8.4,7,0,1862
0.8,-4.5,6.3,0.7,1866
4.4,-2.2,10.7,0,2176
5.7,1.1,10.8,0,2398
4.5,-0.4,9.4,0.3,2395
2.2,-0.5,5.3,1,2395
-0.1,-3.1,4.3,0.6,2395
-0.3,-6.4,6.8,0,2562
1.6,-4.3,7,0.6,2636
4.6,-2.2,12.1,0.1,2662
7.3,0.9,14.5,0,2662
5.8,4.1,7.9,2.1,2748
6.2,2.4,10.6,0.5,2748
5.6,2.7,8.4,4.4,2748
5.3,3.6,7,15.7,2829
4.9,2.3,7.9,3.6,2926
4.5,0.6,9.9,0,2953
3.9,-0.4,9.5,0,2996
3.9,-1.2,9.6,0.5,2971
4.5,0.7,9.6,0.1,2971
0.3,-2.8,3.4,0,2971
-0.3,-5,5.1,0,2993
1.6,-4.9,8.2,0,3011
4.5,-2.7,11,0,3133
6.1,-0.2,12.9,0,3201
7.2,3.4,11.2,5.4,3253
9.3,6.7,13.4,1.9,3253
7.3,2.6,12.4,1.2,3253
3.9,-0.8,9.5,0,3290
3.9,-1.9,10,0,3330
5.3,-2.2,12.7,0,3322
6.6,2.3,10.4,7.6,3302
6,3.7,8.3,19,3290
4.8,2.2,8.8,1.2,3290
4.4,1,8.8,0,3290
4.6,-1.3,10.8,0,3337
8.1,-0.7,15.6,0,3337
9.9,3.7,17.4,0,3330
11.9,1.8,18.9,0.6,3331
12,7.8,15.5,25,3353
7,2.8,11.8,0.1,3353
5.5,-0.2,11.7,0,3353
10.1,1.3,16.9,5.7,3352
6.7,2.8,13.3,24,3325
8.7,0.7,15.7,0,3318
8.3,3,14.2,0,3300
6.3,0.7,12.3,0,3363
6.8,0,13.8,0,3363
13.3,2.7,21,0,3363
16,10.7,22.4,0,3355
13.7,10.1,18,4.8,3399
12.5,7.8,17.6,2.2,3399
10.8,3.8,17.1,0,3385
10.5,7.4,14.7,0.7,3425
12.7,6.2,20.1,0,3425
14.7,7.6,23.3,0,3425
13.3,6.9,21.1,0,3468
11.9,4.8,19.2,0,3495
13.5,5.7,21.2,0,3494
13.6,8.6,19.2,1.9,3473
15,11.5,19.6,0.7,3471
12.6,10.7,15,57.6,3471
12.4,9.5,16.4,4.1,3471
15.7,8.8,22.8,0.1,3452
19,11.1,27.2,0,3462
14.7,11.4,18.9,28.6,3458
13.1,8.2,18.1,0.5,3451
14.5,5.4,23.1,0,3461
16.9,8.6,24.9,0,3461
16.8,11,22.1,0,3461
18.7,12.9,23.7,0.3,3462
18.8,14.7,23.2,5.6,3462
19,15.6,23.7,1.2,3360
17.4,13.4,22.8,1.5,3384
18.9,12,26.1,0.1,3260
19.6,13.3,26.2,0.1,3260
17.7,10.6,25,0,3260
18.4,10.7,26.5,0,3199
18.9,12.5,27,1.1,3058
18.4,12.6,26.1,0.1,2931
15.9,12.2,20.8,0.2,2764
14.5,12.4,17.8,0.1,2695
15.5,11.3,20.9,0,2695
16.9,12.2,22.4,0,2695
15.6,14,17.1,17.6,2632
17.5,13.1,22.9,0.5,2613
17.3,11.4,23.7,0.1,2540
16.1,11.2,21.8,1.3,2587
16.7,9.3,24.6,0,2576
17.8,11,24.6,0,2576
19,11.6,26.9,0,2576
19.4,12.3,26.7,0,2586
20,12.5,27.7,0,2551
20.7,14.6,28.1,0,2512
19.7,14.8,25.4,0.3,2366
19.9,15.3,26.1,0.3,2346
19.7,12.7,27.4,0,2346
20.4,13,27.6,0.3,2346
19.7,14.9,25.8,1.3,2346
20.4,15.1,26.7,0.1,2304
18.7,16.6,21.9,3.5,2288
19.6,15.5,25.5,1.1,2305
19.8,14.3,25.8,0,2310
20.3,16.4,26.5,1.5,2310
20.9,14.6,27.7,0,2310
21.6,15.6,27.5,0.2,2298
23.1,18.7,28.8,0,2294
22.7,18.5,28,0,2294
22.7,17.9,28.8,0,2165
20.1,18,23.5,7.7,2158
21.6,17.6,27,0,2158
22.1,17.5,27.9,1.1,2158
21.5,17.9,26.3,0.2,2142
22,17.9,27.6,2.2,2093
21.4,17.7,26.4,1.4,2130
21.5,17.4,26.6,0,2139
20.4,18.1,23,4.5,2066
22.2,17.5,27.7,0.3,2066
23.2,17.8,29.2,0,2066
22.2,18.5,27.1,3.3,2041
22.9,18.8,28.9,7.2,2068
22.6,18.3,27.7,0.2,2060
23.5,18.9,29.8,0.1,2060
23.1,18.4,28.9,0.1,2060
23.8,19.2,29.8,1,2060
23.3,19.6,27.1,0.8,2060
22.7,18.2,27.7,0,2116
21.7,18.6,25.5,0.4,2239
21.4,18.7,25,0.2,2358
22.8,18.1,28,0,2510
23.5,19.4,28.7,4.6,2597
23.3,20.9,26,37.4,2597
23.4,20.4,27.7,0.5,2597
24,19.9,29.2,0.1,2689
24.6,20.4,29.3,1.1,2782
25.4,22,29.6,0.3,2793
23.9,22.3,26.1,25.2,2960
23.2,21,25.5,64,2978
23,19.6,28.1,2.1,2978
24,19.3,29.7,0,2978
24.9,20,30.7,0,2996
24,20.9,27.8,6.4,2991
24.1,21.9,27.3,33.2,2921
25,21.1,29.1,0.8,2716
24.8,21.9,29,23.6,2675
23.3,21.3,25.8,25.1,2675
22.4,20.3,25.1,48.2,2675
23,20.4,26.5,0.6,2671
23.5,21.2,26.3,8,2659
25.4,22.7,28.6,14.1,2686
25.6,23.1,29.2,27.9,2850
26.1,22.8,30.8,0.2,2849
26.1,22.3,31,0.1,2849
25.6,23.3,29,3.9,2849
27.3,23.8,31.8,0.7,2800
28,24.1,33.1,0,2806
28,23.6,33.4,0,2773
27.9,23.3,33.4,0,2775
28,23.6,33.2,0,2809
28.2,23.8,33.6,0,2809
28.7,24.1,34,0,2809
28.8,24.4,33.8,1.2,2837
28.9,24.7,34.3,0.1,2772
29.4,24.3,34.9,0,2764
28.8,25.5,32.9,0.3,2522
28.8,24.9,33.6,0,2533
28.8,24.3,34.3,0,2533
29.2,23.6,35.3,0,2533
29,24.4,34.5,1.2,2550
28.2,24,33.5,0.2,2600
27,22.3,32.4,0,2752
27.2,23,32.7,0.2,2883
25.3,23.1,29,8,2891
26.9,22.7,31.8,0.8,2891
26.2,23.7,30.2,26.8,2891
25.5,23.2,28.8,35,2984
25.4,22.4,29.1,6.2,3033
26.5,23.5,30.2,42.8,3033
25.6,23.1,29.3,21.1,2972
26.9,23.4,31.8,2.7,2970
27.6,24.6,31.8,2.6,2970
28.2,25.3,32.2,1.5,2970
26.8,24.8,29.3,17.7,2991
26.7,24,31.3,17.4,2977
23.6,21.7,26.7,29.4,2977
22.4,20.6,24.7,38.5,2995
22.4,20.6,24.4,40.8,2968
25.6,22,30.6,3.4,2968
27,22.8,32.2,0,2968
27.1,23.1,30.8,1.9,3023
25.9,23.4,28.6,38.3,3058
26.2,23.2,30.3,2.6,3179
22.3,19.6,25.4,67.5,3406
22.6,18.3,27.7,1.7,3394
22.9,19.1,28.1,0.5,3394
23.3,19.9,28.4,0.3,3394
23.7,19.9,29,0.1,3395
23.1,19.8,27,23.3,3423
22.8,18.2,28,9.9,3457
20.8,15.7,27.2,0,3393
21.9,15.7,27.5,8.7,3366
21.9,18.8,26.4,33.3,3366
19.9,18,22.8,7.9,3366
21,17.3,26.3,10.4,3434
20.9,16.1,26.9,0,3479
21.1,16.5,26.3,0,3495
21.3,19.3,23.9,5.8,3492
19.8,17.6,22.7,4.3,3490
19.8,16.8,23.6,2.9,3490
18.8,17.3,20.7,46.6,3490
18.8,17.4,20.9,95.5,3462
20.7,17.2,25.4,0.1,3507
19.6,15.5,25.1,0.3,3622
18.9,14.1,25.4,0,3747
18.7,14.1,24.9,0,3784
19.1,14.2,25.8,0.1,3784
19.3,14.1,26.2,0,3784
19.1,13.5,26.2,0,3999
19.2,13.6,26.2,0,3851
18.8,13.4,25,0,3784
18.8,15.2,23.7,0,3817
18.6,14.4,24.5,1.6,3849
16.6,12.4,21.7,0.1,3849
15.9,10.6,22,0,3849
16.7,11.1,23.7,0,3849
17.3,12,24.4,0,3938
17.4,11.8,24.6,0,3938
17.1,11.1,24.5,0,3997
17.5,12.3,22.8,0,3998
17.9,13.5,24,0.1,3998
16.7,11.2,23.8,0,3998
15.6,10.5,22.4,0,3983
15.2,9.2,21.9,0,3909
15.4,10.5,21.9,1.6,3699
13.7,8.7,19.9,0,3673
13.4,6.6,21.9,0,3618
14.5,8.6,22.9,0,3618
15.4,9.6,23.5,0,3618
13.7,7.7,22,0,3689
15.6,7.7,23,0,3658
13.6,8.2,18.1,1.6,3571
10.5,4.2,17.7,0,3705
12.3,5.5,20.6,0,3689
13.6,7,21.2,0.1,3689
15.7,9.2,24,0,3689
14.7,10.5,20.2,26.7,3645
11,6.3,16.2,0,3623
11.6,5.9,18.2,0,3619
13.2,7.4,21,0.1,3468
14.5,8.6,22.2,0,3434
14.8,11.9,17.2,25.4,3434
15.4,9.8,20.6,0,3434
12.1,6.8,18.5,0,3372
10.3,5.4,15,0.3,3325
8.2,3.5,13.7,0.4,3315
7.2,2.6,11.8,0.1,3109
6.2,0.3,13.7,0,3035
8.1,0.8,16.7,0,3035
10.8,5.4,14.9,5.8,3035
10.4,6.9,14.8,3,3198
9.3,6.3,12.4,4.5,3134
9.8,6.1,14.3,0,3172
10,5.5,15,0,2824
9.8,4.9,16.2,0,2791
12.1,7.7,15.6,3,2791
10.6,6.9,15,18.1,2791
9.6,6.9,12.5,1.2,2913
7.3,3.9,11.2,3.1,2935
4.8,2.2,8.2,0.7,2886
4.9,0.1,11.3,0,2819
5.9,-0.5,10.9,5.7,2844
7.5,3.6,10.9,4,2844
4.5,-0.2,10.8,0,2844
5.3,-0.2,11.6,1.1,2820
3.2,-1.1,8.2,0,2820
3.7,-2.3,9.6,0,2765
6.2,0.5,12.5,0,2677
6.1,3.2,9.8,0.5,2668
3.3,-1.3,8.8,0,2668
3.5,-2.9,9.3,1.2,2668
3.8,0.7,8,2.8,2675
1.8,-2.9,7.7,0,2691
6.2,-0.9,13.2,0.8,2663
2.9,-1.4,8.1,0,2710
2.6,-2.4,8.6,0.1,2634
1,-3.5,5.7,0.2,2634
3.1,-0.7,8.4,0.6,2634
3.2,-1.3,8.4,3.2,2600
0.2,-2.7,3.7,0.1,2600
0,-3.8,5.4,6.7,2600
-3.8,-7.4,-0.2,0.6,2710
-2.1,-6.4,2,3.3,2925
-3.9,-7.6,0.1,0.9,2925
-6.2,-10.1,-2.2,0.4,2925
-5.4,-10.2,0.1,0,3083
-4.2,-9.6,2.1,0,3221
-3.6,-8.8,3.6,0,3339
-1.3,-8.4,6.7,0,3331
3.3,-1.2,6.6,25.3,3333
5.3,2.1,8.7,0.5,3333
3.3,-0.4,8.7,0,3333
2.7,-0.6,7.1,0,3438
-2.8,-5.8,0.6,0,3416
-4.2,-8.1,0.8,0,3416
-1.8,-7.3,4.4,0,3543
0.9,-2.2,3,6.7,3576
0.1,-3.2,3.1,0,3576
-4.8,-9.2,-1.3,0.4,3576
-6.7,-12,-1.4,0.1,3617
-4.3,-9.5,0.7,0.3,3617
-8,-12.6,-2.1,0,3624
-4.1,-11.5,2.7,0,3634
-0.7,-3.3,2.2,7.3,3624
0.7,-3.1,4.2,2.2,3624
-3.5,-8.1,1.4,1.5,3624
-6.1,-10.5,-1.2,0.2,3730
-3.2,-9.1,2.6,2,3730
-6,-11.2,0,0.4,3853
-9.9,-13.9,-5.1,0,3958
-9,-14.7,-1.9,0,4002
-5.9,-13.1,1,0,4002
-4.1,-8.5,2.1,0,4002
-4,-9.7,2.5,0,4007
-3.2,-8.7,3.2,0,3979
-5.6,-9.6,-1.5,0,3964
-6.9,-12,-0.8,0,3862
-4.3,-11.8,2.9,0,3956
0.3,-5.6,7,0.1,3956
-0.7,-4.7,3.9,0,3956
-0.7,-6.1,5.7,0.1,3912
-1.9,-7.2,4.9,0,3939
-0.7,-5.7,3.9,0.1,3883
-2.8,-6.2,0.3,1.9,3888
-3.3,-9.1,3.2,0,3812
-0.1,-5.3,5.9,0,3812
1.4,-4.7,7,0,3812
3.8,2.2,5.3,19.3,3793
3.6,2.3,5.7,2.2,3830
2.5,0.9,4.1,1.4,3822
0.9,-3.2,4.6,0.3,3719
-4.6,-6.7,-1.5,0,3719
-5.5,-8.9,-1.2,0,3719
-5,-8.8,-0.8,0,3719
-1.8,-8.7,4.4,0,3719
2.2,-3.2,8,0,3721
4.1,-0.9,11,0,3721
6.4,0.3,12.7,0.5,3702
8.6,4.8,12.2,31.3,3702
3,-2,8.1,0,3702
-0.2,-4.7,2.8,3.2,3702
2,-1.6,6.3,4.2,3702
0.6,-3,3.5,3.9,3685
1.1,-1.2,3.7,2.2,3771
-6.2,-10.9,0,0.1,3792
-8.2,-13.2,-2.5,0,3814
-5.1,-10.6,0.6,0,3814
-1.7,-7.1,3.8,0.1,3814
-2.8,-8,2.7,0,3814
-1.7,-4.4,1.7,0.3,3957
-0.9,-6.8,5.1,0,3991
2.1,-3.3,7.9,0,4014
1.4,-3.4,6.1,0,3982
-1.6,-7.2,4.6,0,3982
2,-3.2,6.3,1.9,3982
2.9,0.2,6.3,1.8,3973
-0.1,-3.4,4,0.5,4032
-1.9,-6.8,3.6,0,4012
-0.2,-5.2,5.3,0,4044
1.6,-3.5,7.1,0.6,3949
0.1,-5.1,5.2,0,3949
1.8,-4.1,7.7,0,3949
3.1,-3.3,10.3,0,4001
4.9,0,9.4,0.2,4015
6.1,0.8,13.1,0,3997
8,-1.1,16.4,0,3996
4.2,-1.2,11.2,4.9,3996
0.4,-3.7,5.6,0,3996
1.3,-4.1,7.4,0,3996
3.4,-2.7,10.4,0,3949
4.7,-2.6,12.9,0,3986
7.9,-1,16.9,0,3986
9.4,3.5,14.6,0.8,4069
9.8,2.5,18.3,0,4076
13.5,2.3,23.7,0,4076
5.8,0.4,13.9,0,4076
4.5,-3.2,13.1,0,4028
9.1,-0.3,16.5,1.4,4085
6.5,2.1,12.4,16.1,4085
4.3,0.3,9.7,0,4159
5.9,-1,13.4,0,4133
7.6,1.2,15.8,0,4133
8.9,0.3,17.6,16,4133
10.3,7,15.5,16.3,4080
10.7,5,15.8,0,4080
5.5,-1.1,11.9,2.3,4016
2.5,-4.1,9.8,0,3998
5.3,-0.5,11.3,0,3986
6.7,0.5,13.8,0,3986
6.5,1.3,12.4,0,3986
3.8,-0.1,8.7,0.8,3986
5.1,-2.3,12.5,0,3986
9,1.3,17.2,0,3996
9.9,2.7,17.3,0,3999
7.2,1.9,13.2,0,4023
6.6,0.8,12.9,0.3,4023
7.3,2.4,13.7,0.6,4023
9.2,1.1,16.8,0,4161
7.4,4.3,12.1,1.4,4161
10,3,17.7,0,4170
11.9,4.7,20.3,0,4141
13.1,5.1,19.9,0.3,4153
8.5,3.7,13,24.7,4153
5.2,1.8,9.6,1.6,4153
8.6,0.4,16.3,0.1,4199
8.2,4.2,13.1,0.3,4236
5.5,1.2,10,0.1,4256
7,1.8,12.1,0.5,4253
6.9,0.8,12.9,0,4253
11.8,1.1,19.8,0,4253
11.4,4.3,17.5,1.5,4253
7.9,0.9,14,0,4238
15.6,5.8,24.5,0.1,4238
12.1,9.2,17.3,0.3,4218
11.8,7.3,18,0,4218
9.4,3.7,15.3,0,3966
5.8,3.5,8.5,9.7,3966
8.8,3.1,15.2,0,3966
11.3,2.3,18.9,0,3974
10.9,8.6,14,22.1,3974
13.6,8.9,19.4,1.5,3991
10.8,6.6,16.4,2.2,3856
11.4,6.4,17.3,0.5,3704
11.6,4.9,19.1,0.8,3704
15.2,7.1,22.1,0,3704
14.6,9.4,19.1,7.5,3823
13.2,6.2,21,0.1,3752
11.6,6.8,17,0.2,3752
11.8,6.7,17.9,1.1,3307
12.5,6.3,19.2,0.9,3293
14,8.7,20.5,0.1,3293
15.6,7.6,23.6,0,3293
16.8,8.9,25.1,0,3205
16.1,9.7,23.1,0,3241
17.5,8.8,26.4,0,3218
18,11.5,24.4,3.8,3130
15.6,12.8,19.5,15.9,3100
18.1,11.9,25.5,0,3100
20.2,13,26.7,0.1,3100
20.2,13.4,28.1,0,3097
18.9,11.8,26,0,3128
18.9,13.8,25.3,0,3116
17.8,12.7,23.5,0,3009
16.9,10.9,23.6,0,3009
17.7,11,24,4.2,3009
16.5,14.1,19.9,24.4,3009
16.9,12.4,21.9,0,2944
17.9,9.7,26.1,0,2933
19.9,12.1,27.6,0,2918
20.7,14.1,28.5,0,2890
21.7,14.2,30.1,0,2874
21.5,15.7,28.6,0,2874
21.8,16.9,27,0,2874
19.5,17.6,22.2,51.8,2864
19.5,17.3,22.1,26.1,2859
18.5,15.9,21.3,0.5,2842
19.8,14.5,26.5,0,2777
19.6,13.2,26.3,0,2770
19.6,15.4,25.3,0,2770
19.9,13.6,26.9,0,2770
20.1,14.2,26.6,0,2752
21.8,15.4,28.6,0,2734
22.3,16.4,28.9,0,2723
22.2,17.4,28.5,0.6,2723
22.2,17.8,28.1,0.2,2737
22.1,17.6,27.1,0,2737
22.5,17.7,27.8,0,2737
22.6,17.2,27.9,0,2737
21,18.5,24.7,4.8,2716
20.7,18.9,23.5,3.4,2691
22.3,19.3,26.5,0.1,2650
22.2,19.9,25.4,1.5,2659
24,20,29.2,0.1,2659
24.2,19.2,30.1,0,2659
24,20,28.6,1,2693
22.6,21.5,24.5,46.9,2706
23.4,20.3,28.2,20.1,2737
24.4,20.1,30,0,2775
23.8,20.8,28.1,0.4,2788
23.2,20,27.9,1.3,2788
21.6,19.5,24.8,2.9,2788
22.9,18.4,28.3,0,2773
22.6,19.4,27.2,6.5,2774
23.3,19.6,28.9,5.8,2741
23.3,19.5,28.3,3.5,2741
23.6,20.1,29,1.6,2741
24.5,19.5,30.3,0.1,2741
25.1,20,30.6,0,2741
25.4,21.1,30.6,0,2690
25.7,22.3,29.4,11.5,2683
25.7,22.4,29.6,18.6,2657
25.2,22.8,27.9,22.3,2659
23.8,21.9,26.3,51.5,2636
25,21.8,29.9,0,2636
24.4,22.2,27.3,19.3,2636
26.1,23.5,29,14.6,2676
27,24.4,30.7,1.7,2707
26.9,23.9,30.8,2.3,2693
26.8,23.6,30.7,5,2701
26,23.3,29.1,6.3,2694
26.2,23.5,30.3,18.4,2694
25.9,23.3,29.6,23.6,2694
26,23.4,29.7,14.2,2690
27.3,23.2,31.5,0.5,2726
26.4,23.8,29.8,8.5,2734
26.4,23.2,30.8,4.7,2763
26.6,22.4,31.8,0.4,2816
27.4,23.4,32.2,1.1,2816
27.2,24.2,31,1.3,2816
27.3,24.5,31.6,16.6,2878
26.3,24.5,28.4,17.3,2889
26.7,23.8,30.1,4.8,2942
26.7,22.6,31.7,0,3019
27,22.6,32.4,0,3075
26.5,22.2,31.8,0.1,3075
26,23.6,28.9,11.1,3075
27.4,24.2,31.6,5.2,3147
26.3,23.2,31.3,8.5,3303
27,24.1,31,12.9,3365
27.2,23.8,32.2,3.6,3376
27,24.6,30.6,3.7,3359
27.2,24.5,31.9,9.1,3359
27.4,24.6,32.1,7.6,3359
27.6,24.1,32.2,4.9,3369
27.6,23.7,32.9,9.8,3388
28.9,24.3,34.3,0,3426
29.7,25.9,34.6,0,3450
29.9,25.9,34.6,2.1,3535
28.4,24.6,33.8,6.4,3535
28.8,24.3,34.7,0.2,3535
28.9,24.6,34.5,0.2,3575
28.4,24.2,33.9,0,3698
28.2,23.8,33.7,0,3705
28.4,23.6,33.8,0.1,3705
28.4,24.1,34,0.5,3801
28.4,24.3,33.5,0,3801
28.7,24.4,34.1,0.7,3801
28.4,23.9,34.1,2.5,3924
27.6,23.1,33.5,0.6,4080
27.5,23.6,32.4,1.4,4225
27.8,24.5,33,6.6,4587
25.4,23.6,28,38.7,4696
24.7,21.9,28.2,31,4696
24.9,20.7,30.6,2.3,4696
24.9,20.6,30.9,0.1,4838
25.1,20,31,0,5046
25.4,21.1,30.7,0,5142
25.5,21.7,29.7,23.4,5189
25.1,22.1,29.6,4.7,5280
23.3,19.7,28.1,3.7,5280
22.9,18.8,28.3,0,5280
22.1,17.4,27.9,0.2,5256
20.2,16.5,24.4,0,5112
20.6,14.7,27.1,0,5015
20.1,15.4,24.4,0,4954
19.2,17.5,21.8,5.2,4804
20.5,17,25.5,1.6,4804
21.4,16.7,27.9,0,4804
21.7,16.7,27.7,0,4643
22.5,18.3,27.4,3,4529
22.3,19.9,25.5,9.9,4466
22.5,20.4,25.6,2.9,4564
24.2,20.7,28.7,14.4,4577
22.4,20.1,25.6,40.6,4577
22.7,18.1,28.9,0,4577
20.4,15.2,27.1,0.1,4441
21,14.4,28.9,0,4477
22.5,16.3,30.1,0,4477
22.4,17.3,28.6,0,4477
22.4,17.3,29.2,0,4477
22.9,18,29.5,0,4477
22.2,18.5,27.4,1.6,4477
22.1,17.2,28,0,4592
21.8,17.8,26.3,3.8,4537
19.6,16.2,24.2,1.1,4359
17.1,12,23.4,0.2,4044
17.2,10.3,24.6,0,3995
18.2,15,22,2.1,3995
18.8,17.1,20.6,26.8,3995
20.9,18,25.9,7.2,3930
20.8,16.7,26.5,0.5,3903
19.4,14.7,24.4,2.4,3829
16.1,10.7,22.8,0.1,3829
16.2,9.2,24.6,0,3708
18.5,11.2,25.6,0,3708
20.9,16.9,24.7,2.7,3708
22.5,19.5,26.9,0.9,3542
20.3,18.5,22,30.7,3497
20,16.8,24.7,0.6,3497
19.9,16.5,23.9,8.2,3068
18.8,13.1,23.6,0.3,3017
15.5,9.9,22.3,0,3017
15.8,9.3,23.8,0,3017
17.3,11,25.2,0,2883
14.4,10.5,19.6,5.8,2846
11.1,6.3,17,0,2812
11.1,5.3,18.3,0,2435
13,6.8,20.6,0,2349
14.3,8.6,20.5,0,2349
15.9,11,22.7,0.1,2349
14.9,10.1,21.2,0,2272
15.1,9.7,21,0.2,2233
15.4,10.6,21.8,0,2199
14.1,9.2,20.5,0,2303
10.9,6.4,17,0,2242
10,4.7,16.7,0,2242
10.1,3.9,18.3,0,2242
10.5,4.3,18.4,0,2250
12.2,5.4,19.6,0.3,2270
11.9,7.2,17.9,0,2286
12,6.6,19.8,0,2273
14,7.9,21.2,0,2288
14.1,10.2,18.4,2,2288
13.4,9.4,18.6,0.1,2288
12,7.6,17.9,0.3,2350
11.1,5.3,19.3,0,2303
12.3,7.5,17.3,0.9,2201
12.8,6.7,18.4,0.5,1976
9.3,3.6,16,0,1961
11.9,7.1,16.6,12.5,1961
9.3,4.2,15,0.6,1961
4.9,1.2,9.4,0,1870
4.6,-0.3,10.6,0,1870
4.7,-1.2,12.3,0,1870
6.5,0.6,11.5,0.5,1804
8.3,3.8,14.8,0.7,1796
7.2,1.4,14.7,0.5,1796
7.1,3,11.2,1.4,1796
3.2,0.7,6.5,1.4,1845
3.5,0.4,6.8,0.8,1858
3.4,-0.3,7.9,0.1,1887
3.8,-1.2,9.6,0,1935
5,-0.3,11.3,0,1935
6.1,0.6,13.1,0,1935
8.4,2.3,13.8,14,1935
7.5,3.3,12.7,12.6,1947
3.5,-0.8,8,0.3,2036
1.8,-2,6.4,6.7,1997
-1.3,-4.5,2.2,1.3,2111
1.1,-3.3,5.9,0.5,2164
3.9,-1.8,10.8,0,2164
4.5,-0.2,10.8,0,2164
4,-1.1,9.5,0,2200
5,0.4,11,0,2243
4.6,-0.2,11.6,0,2218
5.4,-0.1,10.5,0,2329
4.2,-0.2,9.3,0,2367
3.9,-1.3,10.5,0,2367
4.5,-1,11.6,0,2367
5.8,2.5,9.5,8.5,2394
3,0.4,6,1.2,2371
0.9,-1.7,4,2.2,2378
1,-4.8,5.7,3.1,2486
-2.4,-5.8,2,0.3,2447
-0.5,-6.2,4.4,0.3,2447
-1.2,-5.2,3.8,0,2447
-1.3,-6.1,3.2,0,2564
2,-2.5,6.3,1.7,2419
4.2,0.9,8.5,0.4,2409
-0.2,-3.3,2.9,1.2,2548
-0.9,-4.2,2.4,1.2,2541
-0.4,-4.3,4.7,0.1,2541
-0.8,-5.7,4.9,0,2541
0.3,-3.6,5.4,0,2578
-0.4,-5.5,6.8,0.1,2578
0.8,-5.4,7.2,0,2578
1.6,-1.5,5.3,0.3,2589
-2.4,-5.3,0.8,0,2562
-3.9,-8,0.8,0.1,2562
-1.7,-7.3,3.2,0.3,2562
2.8,-2.4,7.6,0,2514
4.1,-1.8,9.1,0,2514
4.8,-0.3,9.2,0,2514
2.6,-2.2,9.1,0,2515
2.6,-3.2,10.1,0,2515
1.5,-2.8,6.9,1.2,2515
0.7,-3.7,6.6,0.1,2515
0.2,-5.1,7.6,0,2530
1.9,-4.3,7.8,0,2490
2.1,-1.4,5.3,1.8,2429
-4.4,-8.1,-0.6,0,2412
-3.7,-9.6,2,0,2412
-0.8,-5.5,4.4,0,2412
-0.4,-5.1,5.3,0,2412
-3.9,-8.4,1.5,0,2375
-3.4,-9.3,3.4,0,2375
-2.3,-8.1,4.3,0,2375
-0.9,-6.6,5.2,0,2316
-0.1,-5,5.9,0,2316
-0.6,-4.6,3.9,0,2316
-1.7,-8.3,4.6,0,2316
1,-2.2,5.5,1.5,2276
-2.9,-5.5,-0.1,1.4,2303
-2.7,-8,3.4,0,2270
-1,-7.5,7.1,0,2254
4,-3.5,10.7,0,2231
6.2,1.4,10.6,1.9,2231
0.4,-4.1,5.6,0.2,2231
0.7,-7,8.9,0,2242
3,-3.1,9.3,0.1,2242
3,-6.4,11.5,0.7,2262
6.1,1.5,10.2,1.1,2262
3.1,-3.1,10.8,0,2262
7.5,1,13.4,6,2262
8.9,5.1,14.2,0.4,2262
1.8,-4.5,7.3,0,2250
-4.9,-8.1,-0.7,0,2250
-3.8,-8.1,1.4,0,2224
-0.5,-4.8,4.5,0.3,2233
2.6,-1.8,6.7,2.8,2232
2.2,0.4,4.6,3.2,2232
0.4,-1.3,3.3,3.2,2232
0.1,-2.6,3.4,2.2,2223
0.1,-4.2,5.3,0.6,2207
0.9,-3.3,6.5,0.4,2308
1.6,-2.7,6,2.1,2284
1.9,-1.6,6,0.2,2284
1.7,-4.1,8.9,0,2284
2.7,-3.9,10.1,0,2284
4.1,0.7,8.3,2.5,2292
2.4,-0.7,5.6,0.5,2251
1.6,-2.8,6.7,0.1,2254
1.5,-3.8,7.5,0,2218
1.1,-4.4,7.9,0,2215
1.8,-4.5,9.2,0,2215
2.9,-3.3,10.4,0,2215
4.2,-2.5,12,0,2231
5.6,-1.3,13.6,0,2188
6.2,1.2,11.5,4.1,2157
8.6,3.4,15.5,0.2,2131
7.1,3.1,11.8,0.1,2142
6.6,4,9.8,2.1,2142
5,0.4,10.5,0.6,2142
4.3,-2.4,11.6,0,2121
5.1,-1.1,11.4,0.2,2132
3.1,-0.7,8,0.7,2104
1.4,-4.1,6.5,0,2063
1.3,-3.8,6.3,0,2043
2.4,-3.2,8.2,0,2043
2.5,-1.5,7.2,1.3,2043
2,-4.4,8.8,0,2043
5,-3.6,13.6,0,2026
5.8,0.5,9.3,23,1973
4.2,1.4,7.6,8.8,1938
3.3,-0.9,8.4,0.3,1938
6.9,-1.4,14.1,0,1938
10.6,4.2,18,0,1938
12.4,3.8,20.1,1.3,1937
12.6,7.4,18.3,0.5,1890
9,5.8,12.6,0.1,1890
6.4,3,10.7,2.7,1918
5,0.5,10.4,0,1898
7.6,-1,15.6,0,1898
10.2,2.4,18.3,0,1898
11.2,2.2,18.1,0,1898
14.2,11.2,18.1,9.3,1888
13.8,9.5,19,8.9,1888
